trialnum,tgt_distance,tgt_angle_1,tgt_angle_2,rotation,gain,online_fb,endpoint_feedback,clamped_fb,between_blocks,target_size
616,90,90,90,0,1,1,1,0,0,6
617,90,90,92,0,1,1,1,0,0,6
618,90,90,90,0,1,1,1,0,0,6
619,90,90,92,0,1,1,1,0,0,6
620,90,90,90,0,1,0,0,0,0,6
621,90,90,92,0,1,1,1,0,0,6
622,90,90,90,0,1,1,1,0,0,6
623,90,90,90,2,1,1,1,0,0,6
624,90,90,90,0,1,0,0,0,0,6
625,90,90,90,4,1,1,1,0,0,6
626,90,90,90,0,1,1,1,0,0,6
627,90,90,90,0,1,1,1,0,0,6
628,90,90,90,0,1,0,0,0,0,6
629,90,90,90,-2,1,1,1,0,0,6
630,90,90,90,0,1,1,1,0,0,6
631,90,90,90,-4,1,1,1,0,0,6
632,90,90,90,0,1,0,0,0,0,6
633,90,90,92,0,1,1,1,0,0,6
634,90,90,90,0,1,0,0,0,0,6
635,90,90,90,0,1,1,1,0,0,6
636,90,90,90,0,1,0,0,0,0,6
637,90,90,94,0,1,1,1,0,0,6
638,90,90,90,0,1,1,1,0,0,6
639,90,90,86,0,1,1,1,0,0,6
640,90,90,90,0,1,0,0,0,0,6
641,90,90,92,0,1,1,1,0,0,6
642,90,90,90,0,1,1,1,0,0,6
643,90,90,92,0,1,1,1,0,0,6
644,90,90,90,0,1,1,1,0,0,6
645,90,90,88,0,1,1,1,0,0,6
646,90,90,90,0,1,0,0,0,0,6
647,90,90,88,0,1,1,1,0,0,6
648,90,90,90,0,1,0,0,0,0,6
649,90,90,90,4,1,1,1,0,0,6
650,90,90,90,0,1,1,1,0,0,6
651,90,90,86,0,1,1,1,0,0,6
652,90,90,90,0,1,1,1,0,0,6
653,90,90,90,0,1,1,1,0,0,6
654,90,90,90,0,1,1,1,0,0,6
655,90,90,92,0,1,1,1,0,0,6
656,90,90,90,0,1,1,1,0,0,6
657,90,90,90,2,1,1,1,0,0,6
658,90,90,90,0,1,1,1,0,0,6
659,90,90,90,0,1,1,1,0,0,6
660,90,90,90,0,1,1,1,0,0,6
661,90,90,86,0,1,1,1,0,0,6
662,90,90,90,0,1,1,1,0,0,6
663,90,90,94,0,1,1,1,0,0,6
664,90,90,90,0,1,0,0,0,0,6
665,90,90,92,0,1,1,1,0,0,6
666,90,90,90,0,1,1,1,0,0,6
667,90,90,90,4,1,1,1,0,0,6
668,90,90,90,0,1,1,1,0,0,6
669,90,90,90,-4,1,1,1,0,0,6
670,90,90,90,0,1,0,0,0,2,6
671,90,90,94,0,1,1,1,0,0,6
672,90,90,90,0,1,0,0,0,0,6
673,90,90,90,2,1,1,1,0,0,6
674,90,90,90,0,1,1,1,0,0,6
675,90,90,92,0,1,1,1,0,0,6
676,90,90,90,0,1,0,0,0,0,6
677,90,90,94,0,1,1,1,0,0,6
678,90,90,90,0,1,1,1,0,0,6
679,90,90,90,-4,1,1,1,0,0,6
680,90,90,90,0,1,0,0,0,0,6
681,90,90,94,0,1,1,1,0,0,6
682,90,90,90,0,1,0,0,0,0,6
683,90,90,88,0,1,1,1,0,0,6
684,90,90,90,0,1,0,0,0,0,6
685,90,90,90,2,1,1,1,0,0,6
686,90,90,90,0,1,0,0,0,0,6
687,90,90,90,-4,1,1,1,0,0,6
688,90,90,90,0,1,1,1,0,0,6
689,90,90,94,0,1,1,1,0,0,6
690,90,90,90,0,1,0,0,0,0,6
691,90,90,90,0,1,1,1,0,0,6
692,90,90,90,0,1,1,1,0,0,6
693,90,90,86,0,1,1,1,0,0,6
694,90,90,90,0,1,1,1,0,0,6
695,90,90,90,-4,1,1,1,0,0,6
696,90,90,90,0,1,1,1,0,0,6
697,90,90,94,0,1,1,1,0,0,6
698,90,90,90,0,1,1,1,0,0,6
699,90,90,90,2,1,1,1,0,0,6
700,90,90,90,0,1,0,0,0,0,6
701,90,90,90,0,1,1,1,0,0,6
702,90,90,90,0,1,0,0,0,0,6
703,90,90,90,-4,1,1,1,0,0,6
704,90,90,90,0,1,1,1,0,0,6
705,90,90,90,4,1,1,1,0,0,6
706,90,90,90,0,1,1,1,0,0,6
707,90,90,90,2,1,1,1,0,0,6
708,90,90,90,0,1,0,0,0,0,6
709,90,90,92,0,1,1,1,0,0,6
710,90,90,90,0,1,0,0,0,0,6
711,90,90,90,0,1,1,1,0,0,6
712,90,90,90,0,1,0,0,0,0,6
713,90,90,94,0,1,1,1,0,0,6
714,90,90,90,0,1,0,0,0,0,6
715,90,90,90,4,1,1,1,0,0,6
716,90,90,90,0,1,0,0,0,0,6
717,90,90,90,-2,1,1,1,0,0,6
718,90,90,90,0,1,0,0,0,0,6
719,90,90,86,0,1,1,1,0,0,6
720,90,90,90,0,1,1,1,0,0,6
721,90,90,88,0,1,1,1,0,0,6
722,90,90,90,0,1,0,0,0,0,6
723,90,90,90,-4,1,1,1,0,0,6
724,90,90,90,0,1,1,1,0,0,6
725,90,90,92,0,1,1,1,0,0,6
726,90,90,90,0,1,1,1,0,0,6
727,90,90,90,-2,1,1,1,0,0,6
728,90,90,90,0,1,0,0,0,0,6
729,90,90,90,0,1,1,1,0,0,6
730,90,90,90,0,1,1,1,0,0,6
731,90,90,90,0,1,1,1,0,0,6
732,90,90,90,0,1,1,1,0,0,6
733,90,90,92,0,1,1,1,0,0,6
734,90,90,90,0,1,0,0,0,0,6
735,90,90,90,0,1,1,1,0,0,6
736,90,90,90,0,1,1,1,0,0,6
737,90,90,94,0,1,1,1,0,0,6
738,90,90,90,0,1,1,1,0,0,6
739,90,90,90,2,1,1,1,0,0,6
740,90,90,90,0,1,1,1,0,0,6
741,90,90,92,0,1,1,1,0,0,6
742,90,90,90,0,1,1,1,0,0,6
743,90,90,86,0,1,1,1,0,0,6
744,90,90,90,0,1,0,0,0,0,6
745,90,90,90,4,1,1,1,0,0,6
746,90,90,90,0,1,1,1,0,0,6
747,90,90,90,0,1,1,1,0,0,6
748,90,90,90,0,1,1,1,0,0,6
749,90,90,90,-4,1,1,1,0,0,6
750,90,90,90,0,1,1,1,0,0,6
751,90,90,94,0,1,1,1,0,0,6
752,90,90,90,0,1,1,1,0,0,6
753,90,90,90,4,1,1,1,0,0,6
754,90,90,90,0,1,0,0,0,0,6
755,90,90,90,-2,1,1,1,0,0,6
756,90,90,90,0,1,0,0,0,0,6
757,90,90,94,0,1,1,1,0,0,6
758,90,90,90,0,1,1,1,0,0,6
759,90,90,90,4,1,1,1,0,0,6
760,90,90,90,0,1,0,0,0,0,6
761,90,90,90,-2,1,1,1,0,0,6
762,90,90,90,0,1,1,1,0,0,6
763,90,90,90,0,1,1,1,0,0,6
764,90,90,90,0,1,0,0,0,0,6
765,90,90,92,0,1,1,1,0,0,6
766,90,90,90,0,1,0,0,0,0,6
767,90,90,90,-4,1,1,1,0,0,6
768,90,90,90,0,1,0,0,0,0,6
769,90,90,86,0,1,1,1,0,0,6
770,90,90,90,0,1,1,1,0,2,6
771,90,90,86,0,1,1,1,0,0,6
772,90,90,90,0,1,1,1,0,0,6
773,90,90,94,0,1,1,1,0,0,6
774,90,90,90,0,1,0,0,0,0,6
775,90,90,92,0,1,1,1,0,0,6
776,90,90,90,0,1,1,1,0,0,6
777,90,90,90,-4,1,1,1,0,0,6
778,90,90,90,0,1,1,1,0,0,6
779,90,90,90,2,1,1,1,0,0,6
780,90,90,90,0,1,1,1,0,0,6
781,90,90,90,2,1,1,1,0,0,6
782,90,90,90,0,1,0,0,0,0,6
783,90,90,90,4,1,1,1,0,0,6
784,90,90,90,0,1,1,1,0,0,6
785,90,90,88,0,1,1,1,0,0,6
786,90,90,90,0,1,0,0,0,0,6
787,90,90,86,0,1,1,1,0,0,6
788,90,90,90,0,1,1,1,0,0,6
789,90,90,86,0,1,1,1,0,0,6
790,90,90,90,0,1,0,0,0,0,6
791,90,90,90,4,1,1,1,0,0,6
792,90,90,90,0,1,1,1,0,0,6
793,90,90,94,0,1,1,1,0,0,6
794,90,90,90,0,1,1,1,0,0,6
795,90,90,88,0,1,1,1,0,0,6
796,90,90,90,0,1,1,1,0,0,6
797,90,90,90,0,1,1,1,0,0,6
798,90,90,90,0,1,0,0,0,0,6
799,90,90,86,0,1,1,1,0,0,6
800,90,90,90,0,1,0,0,0,0,6
801,90,90,90,2,1,1,1,0,0,6
802,90,90,90,0,1,1,1,0,0,6
803,90,90,90,4,1,1,1,0,0,6
804,90,90,90,0,1,1,1,0,0,6
805,90,90,86,0,1,1,1,0,0,6
806,90,90,90,0,1,0,0,0,0,6
807,90,90,88,0,1,1,1,0,0,6
808,90,90,90,0,1,1,1,0,0,6
809,90,90,90,-2,1,1,1,0,0,6
810,90,90,90,0,1,0,0,0,0,6
811,90,90,90,-4,1,1,1,0,0,6
812,90,90,90,0,1,0,0,0,0,6
813,90,90,94,0,1,1,1,0,0,6
814,90,90,90,0,1,0,0,0,0,6
815,90,90,88,0,1,1,1,0,0,6
816,90,90,90,0,1,0,0,0,0,6
817,90,90,90,-2,1,1,1,0,0,6
818,90,90,90,0,1,0,0,0,0,6
819,90,90,90,2,1,1,1,0,0,6
820,90,90,90,0,1,1,1,0,0,6
821,90,90,90,-4,1,1,1,0,0,6
822,90,90,90,0,1,1,1,0,0,6
823,90,90,86,0,1,1,1,0,0,6
824,90,90,90,0,1,1,1,0,0,6
825,90,90,94,0,1,1,1,0,0,6
826,90,90,90,0,1,0,0,0,0,6
827,90,90,90,4,1,1,1,0,0,6
828,90,90,90,0,1,1,1,0,0,6
829,90,90,90,-2,1,1,1,0,0,6
830,90,90,90,0,1,0,0,0,0,6
831,90,90,90,4,1,1,1,0,0,6
832,90,90,90,0,1,0,0,0,0,6
833,90,90,94,0,1,1,1,0,0,6
834,90,90,90,0,1,0,0,0,0,6
835,90,90,90,2,1,1,1,0,0,6
836,90,90,90,0,1,1,1,0,0,6
837,90,90,90,-4,1,1,1,0,0,6
838,90,90,90,0,1,1,1,0,0,6
839,90,90,90,-2,1,1,1,0,0,6
840,90,90,90,0,1,1,1,0,0,6
841,90,90,94,0,1,1,1,0,0,6
842,90,90,90,0,1,1,1,0,0,6
843,90,90,88,0,1,1,1,0,0,6
844,90,90,90,0,1,1,1,0,0,6
845,90,90,90,4,1,1,1,0,0,6
846,90,90,90,0,1,1,1,0,0,6
847,90,90,94,0,1,1,1,0,0,6
848,90,90,90,0,1,1,1,0,0,6
849,90,90,90,0,1,1,1,0,0,6
850,90,90,90,0,1,0,0,0,0,6
851,90,90,90,-4,1,1,1,0,0,6
852,90,90,90,0,1,1,1,0,0,6
853,90,90,90,2,1,1,1,0,0,6
854,90,90,90,0,1,0,0,0,0,6
855,90,90,90,0,1,1,1,0,0,6
856,90,90,90,0,1,1,1,0,0,6
857,90,90,92,0,1,1,1,0,0,6
858,90,90,90,0,1,1,1,0,0,6
859,90,90,90,-4,1,1,1,0,0,6
860,90,90,90,0,1,1,1,0,0,6
861,90,90,90,4,1,1,1,0,0,6
862,90,90,90,0,1,0,0,0,0,6
863,90,90,90,0,1,1,1,0,0,6
864,90,90,90,0,1,0,0,0,0,6
865,90,90,92,0,1,1,1,0,0,6
866,90,90,90,0,1,1,1,0,0,6
867,90,90,94,0,1,1,1,0,0,6
868,90,90,90,0,1,0,0,0,0,6
869,90,90,90,-4,1,1,1,0,0,6
870,90,90,90,0,1,0,0,0,2,6
871,90,90,86,0,1,1,1,0,0,6
872,90,90,90,0,1,0,0,0,0,6
873,90,90,86,0,1,1,1,0,0,6
874,90,90,90,0,1,0,0,0,0,6
875,90,90,90,0,1,1,1,0,0,6
876,90,90,90,0,1,0,0,0,0,6
877,90,90,90,-4,1,1,1,0,0,6
878,90,90,90,0,1,1,1,0,0,6
879,90,90,90,-2,1,1,1,0,0,6
880,90,90,90,0,1,0,0,0,0,6
881,90,90,90,2,1,1,1,0,0,6
882,90,90,90,0,1,1,1,0,0,6
883,90,90,90,0,1,1,1,0,0,6
884,90,90,90,0,1,1,1,0,0,6
885,90,90,90,-2,1,1,1,0,0,6
886,90,90,90,0,1,1,1,0,0,6
887,90,90,88,0,1,1,1,0,0,6
888,90,90,90,0,1,0,0,0,0,6
889,90,90,90,-2,1,1,1,0,0,6
890,90,90,90,0,1,1,1,0,0,6
891,90,90,90,0,1,1,1,0,0,6
892,90,90,90,0,1,0,0,0,0,6
893,90,90,90,-2,1,1,1,0,0,6
894,90,90,90,0,1,0,0,0,0,6
895,90,90,90,-4,1,1,1,0,0,6
896,90,90,90,0,1,1,1,0,0,6
897,90,90,90,0,1,1,1,0,0,6
898,90,90,90,0,1,0,0,0,0,6
899,90,90,86,0,1,1,1,0,0,6
900,90,90,90,0,1,0,0,0,0,6
901,90,90,88,0,1,1,1,0,0,6
902,90,90,90,0,1,0,0,0,0,6
903,90,90,92,0,1,1,1,0,0,6
904,90,90,90,0,1,0,0,0,0,6
905,90,90,88,0,1,1,1,0,0,6
906,90,90,90,0,1,0,0,0,0,6
907,90,90,86,0,1,1,1,0,0,6
908,90,90,90,0,1,0,0,0,0,6
909,90,90,92,0,1,1,1,0,0,6
910,90,90,90,0,1,0,0,0,0,6
911,90,90,90,0,1,1,1,0,0,6
912,90,90,90,0,1,0,0,0,0,6
913,90,90,90,-2,1,1,1,0,0,6
914,90,90,90,0,1,1,1,0,0,6
915,90,90,88,0,1,1,1,0,0,6
916,90,90,90,0,1,1,1,0,0,6
917,90,90,90,-4,1,1,1,0,0,6
918,90,90,90,0,1,0,0,0,0,6
919,90,90,90,0,1,1,1,0,0,6
920,90,90,90,0,1,0,0,0,0,6
921,90,90,90,0,1,1,1,0,0,6
922,90,90,90,0,1,0,0,0,0,6
923,90,90,88,0,1,1,1,0,0,6
924,90,90,90,0,1,1,1,0,0,6
925,90,90,88,0,1,1,1,0,0,6
926,90,90,90,0,1,1,1,0,0,6
927,90,90,90,-4,1,1,1,0,0,6
928,90,90,90,0,1,0,0,0,0,6
929,90,90,90,4,1,1,1,0,0,6
930,90,90,90,0,1,0,0,0,0,6
931,90,90,90,-4,1,1,1,0,0,6
932,90,90,90,0,1,0,0,0,0,6
933,90,90,86,0,1,1,1,0,0,6
934,90,90,90,0,1,1,1,0,0,6
935,90,90,94,0,1,1,1,0,0,6
936,90,90,90,0,1,1,1,0,0,6
937,90,90,90,-2,1,1,1,0,0,6
938,90,90,90,0,1,0,0,0,0,6
939,90,90,90,-4,1,1,1,0,0,6
940,90,90,90,0,1,1,1,0,0,6
941,90,90,90,-4,1,1,1,0,0,6
942,90,90,90,0,1,1,1,0,0,6
943,90,90,88,0,1,1,1,0,0,6
944,90,90,90,0,1,1,1,0,0,6
945,90,90,92,0,1,1,1,0,0,6
946,90,90,90,0,1,0,0,0,0,6
947,90,90,90,-4,1,1,1,0,0,6
948,90,90,90,0,1,0,0,0,0,6
949,90,90,88,0,1,1,1,0,0,6
950,90,90,90,0,1,0,0,0,0,6
951,90,90,90,0,1,1,1,0,0,6
952,90,90,90,0,1,1,1,0,0,6
953,90,90,92,0,1,1,1,0,0,6
954,90,90,90,0,1,1,1,0,0,6
955,90,90,94,0,1,1,1,0,0,6
956,90,90,90,0,1,0,0,0,0,6
957,90,90,86,0,1,1,1,0,0,6
958,90,90,90,0,1,0,0,0,0,6
959,90,90,90,4,1,1,1,0,0,6
960,90,90,90,0,1,0,0,0,0,6
961,90,90,88,0,1,1,1,0,0,6
962,90,90,90,0,1,0,0,0,0,6
963,90,90,90,0,1,1,1,0,0,6
964,90,90,90,0,1,1,1,0,0,6
965,90,90,86,0,1,1,1,0,0,6
966,90,90,90,0,1,1,1,0,0,6
967,90,90,88,0,1,1,1,0,0,6
968,90,90,90,0,1,1,1,0,0,6
969,90,90,90,2,1,1,1,0,0,6
970,90,90,90,0,1,0,0,0,2,6
971,90,90,90,-2,1,1,1,0,0,6
972,90,90,90,0,1,1,1,0,0,6
973,90,90,90,-4,1,1,1,0,0,6
974,90,90,90,0,1,1,1,0,0,6
975,90,90,90,0,1,1,1,0,0,6
976,90,90,90,0,1,1,1,0,0,6
977,90,90,90,-4,1,1,1,0,0,6
978,90,90,90,0,1,1,1,0,0,6
979,90,90,90,2,1,1,1,0,0,6
980,90,90,90,0,1,0,0,0,0,6
981,90,90,90,-4,1,1,1,0,0,6
982,90,90,90,0,1,0,0,0,0,6
983,90,90,92,0,1,1,1,0,0,6
984,90,90,90,0,1,0,0,0,0,6
985,90,90,92,0,1,1,1,0,0,6
986,90,90,90,0,1,0,0,0,0,6
987,90,90,90,0,1,1,1,0,0,6
988,90,90,90,0,1,1,1,0,0,6
989,90,90,90,0,1,1,1,0,0,6
990,90,90,90,0,1,0,0,0,0,6
991,90,90,88,0,1,1,1,0,0,6
992,90,90,90,0,1,1,1,0,0,6
993,90,90,90,2,1,1,1,0,0,6
994,90,90,90,0,1,0,0,0,0,6
995,90,90,94,0,1,1,1,0,0,6
996,90,90,90,0,1,1,1,0,0,6
997,90,90,90,-2,1,1,1,0,0,6
998,90,90,90,0,1,1,1,0,0,6
999,90,90,92,0,1,1,1,0,0,6
1000,90,90,90,0,1,1,1,0,0,6
1001,90,90,90,-2,1,1,1,0,0,6
1002,90,90,90,0,1,1,1,0,0,6
1003,90,90,90,4,1,1,1,0,0,6
1004,90,90,90,0,1,1,1,0,0,6
1005,90,90,86,0,1,1,1,0,0,6
1006,90,90,90,0,1,1,1,0,0,6
1007,90,90,90,-4,1,1,1,0,0,6
1008,90,90,90,0,1,0,0,0,0,6
1009,90,90,90,2,1,1,1,0,0,6
1010,90,90,90,0,1,0,0,0,0,6
1011,90,90,92,0,1,1,1,0,0,6
1012,90,90,90,0,1,1,1,0,0,6
1013,90,90,90,-4,1,1,1,0,0,6
1014,90,90,90,0,1,1,1,0,0,6
1015,90,90,90,-2,1,1,1,0,0,6
1016,90,90,90,0,1,0,0,0,0,6
1017,90,90,88,0,1,1,1,0,0,6
1018,90,90,90,0,1,0,0,0,0,6
1019,90,90,94,0,1,1,1,0,0,6
1020,90,90,90,0,1,0,0,0,0,6
1021,90,90,92,0,1,1,1,0,0,6
1022,90,90,90,0,1,1,1,0,0,6
1023,90,90,86,0,1,1,1,0,0,6
1024,90,90,90,0,1,1,1,0,0,6
1025,90,90,92,0,1,1,1,0,0,6
1026,90,90,90,0,1,0,0,0,0,6
1027,90,90,90,2,1,1,1,0,0,6
1028,90,90,90,0,1,1,1,0,0,6
1029,90,90,94,0,1,1,1,0,0,6
1030,90,90,90,0,1,1,1,0,0,6
1031,90,90,92,0,1,1,1,0,0,6
1032,90,90,90,0,1,0,0,0,0,6
1033,90,90,90,-2,1,1,1,0,0,6
1034,90,90,90,0,1,1,1,0,0,6
1035,90,90,86,0,1,1,1,0,0,6
1036,90,90,90,0,1,1,1,0,0,6
1037,90,90,90,4,1,1,1,0,0,6
1038,90,90,90,0,1,0,0,0,0,6
1039,90,90,90,4,1,1,1,0,0,6
1040,90,90,90,0,1,1,1,0,0,6
1041,90,90,88,0,1,1,1,0,0,6
1042,90,90,90,0,1,0,0,0,0,6
1043,90,90,88,0,1,1,1,0,0,6
1044,90,90,90,0,1,1,1,0,0,6
1045,90,90,90,2,1,1,1,0,0,6
1046,90,90,90,0,1,1,1,0,0,6
1047,90,90,90,4,1,1,1,0,0,6
1048,90,90,90,0,1,1,1,0,0,6
1049,90,90,90,-4,1,1,1,0,0,6
1050,90,90,90,0,1,0,0,0,0,6
1051,90,90,86,0,1,1,1,0,0,6
1052,90,90,90,0,1,1,1,0,0,6
1053,90,90,90,0,1,1,1,0,0,6
1054,90,90,90,0,1,0,0,0,0,6
1055,90,90,90,-4,1,1,1,0,0,6
1056,90,90,90,0,1,0,0,0,0,6
1057,90,90,90,0,1,1,1,0,0,6
1058,90,90,90,0,1,0,0,0,0,6
1059,90,90,90,2,1,1,1,0,0,6
1060,90,90,90,0,1,0,0,0,0,6
1061,90,90,90,4,1,1,1,0,0,6
1062,90,90,90,0,1,1,1,0,0,6
1063,90,90,90,0,1,1,1,0,0,6
1064,90,90,90,0,1,0,0,0,0,6
1065,90,90,90,0,1,1,1,0,0,6
1066,90,90,90,0,1,1,1,0,0,6
1067,90,90,90,-2,1,1,1,0,0,6
1068,90,90,90,0,1,0,0,0,0,6
1069,90,90,90,4,1,1,1,0,0,6
1070,90,90,90,0,1,1,1,0,2,6
1071,90,90,90,-2,1,1,1,0,0,6
1072,90,90,90,0,1,1,1,0,0,6
1073,90,90,90,0,1,1,1,0,0,6
1074,90,90,90,0,1,1,1,0,0,6
1075,90,90,90,2,1,1,1,0,0,6
1076,90,90,90,0,1,0,0,0,0,6
1077,90,90,90,2,1,1,1,0,0,6
1078,90,90,90,0,1,0,0,0,0,6
1079,90,90,86,0,1,1,1,0,0,6
1080,90,90,90,0,1,0,0,0,0,6
1081,90,90,90,-4,1,1,1,0,0,6
1082,90,90,90,0,1,1,1,0,0,6
1083,90,90,86,0,1,1,1,0,0,6
1084,90,90,90,0,1,0,0,0,0,6
1085,90,90,90,-4,1,1,1,0,0,6
1086,90,90,90,0,1,1,1,0,0,6
1087,90,90,88,0,1,1,1,0,0,6
1088,90,90,90,0,1,0,0,0,0,6
1089,90,90,94,0,1,1,1,0,0,6
1090,90,90,90,0,1,0,0,0,0,6
1091,90,90,90,2,1,1,1,0,0,6
1092,90,90,90,0,1,1,1,0,0,6
1093,90,90,90,-4,1,1,1,0,0,6
1094,90,90,90,0,1,0,0,0,0,6
1095,90,90,94,0,1,1,1,0,0,6
1096,90,90,90,0,1,0,0,0,0,6
1097,90,90,90,-2,1,1,1,0,0,6
1098,90,90,90,0,1,1,1,0,0,6
1099,90,90,90,4,1,1,1,0,0,6
1100,90,90,90,0,1,1,1,0,0,6
1101,90,90,90,0,1,1,1,0,0,6
1102,90,90,90,0,1,1,1,0,0,6
1103,90,90,90,-4,1,1,1,0,0,6
1104,90,90,90,0,1,0,0,0,0,6
1105,90,90,90,2,1,1,1,0,0,6
1106,90,90,90,0,1,0,0,0,0,6
1107,90,90,90,-2,1,1,1,0,0,6
1108,90,90,90,0,1,1,1,0,0,6
1109,90,90,88,0,1,1,1,0,0,6
1110,90,90,90,0,1,1,1,0,0,6
1111,90,90,86,0,1,1,1,0,0,6
1112,90,90,90,0,1,1,1,0,0,6
1113,90,90,86,0,1,1,1,0,0,6
1114,90,90,90,0,1,0,0,0,0,6
1115,90,90,90,2,1,1,1,0,0,6
1116,90,90,90,0,1,1,1,0,0,6
1117,90,90,90,0,1,1,1,0,0,6
1118,90,90,90,0,1,1,1,0,0,6
1119,90,90,94,0,1,1,1,0,0,6
1120,90,90,90,0,1,1,1,0,0,6
1121,90,90,90,-2,1,1,1,0,0,6
1122,90,90,90,0,1,1,1,0,0,6
1123,90,90,88,0,1,1,1,0,0,6
1124,90,90,90,0,1,1,1,0,0,6
1125,90,90,88,0,1,1,1,0,0,6
1126,90,90,90,0,1,0,0,0,0,6
1127,90,90,86,0,1,1,1,0,0,6
1128,90,90,90,0,1,1,1,0,0,6
1129,90,90,90,0,1,1,1,0,0,6
1130,90,90,90,0,1,0,0,0,0,6
1131,90,90,90,2,1,1,1,0,0,6
1132,90,90,90,0,1,0,0,0,0,6
1133,90,90,90,2,1,1,1,0,0,6
1134,90,90,90,0,1,0,0,0,0,6
1135,90,90,88,0,1,1,1,0,0,6
1136,90,90,90,0,1,1,1,0,0,6
1137,90,90,90,-2,1,1,1,0,0,6
1138,90,90,90,0,1,0,0,0,0,6
1139,90,90,88,0,1,1,1,0,0,6
1140,90,90,90,0,1,0,0,0,0,6
1141,90,90,92,0,1,1,1,0,0,6
1142,90,90,90,0,1,0,0,0,0,6
1143,90,90,90,4,1,1,1,0,0,6
1144,90,90,90,0,1,1,1,0,0,6
1145,90,90,94,0,1,1,1,0,0,6
1146,90,90,90,0,1,1,1,0,0,6
1147,90,90,90,-2,1,1,1,0,0,6
1148,90,90,90,0,1,1,1,0,0,6
1149,90,90,88,0,1,1,1,0,0,6
1150,90,90,90,0,1,0,0,0,0,6
1151,90,90,90,-2,1,1,1,0,0,6
1152,90,90,90,0,1,1,1,0,0,6
1153,90,90,94,0,1,1,1,0,0,6
1154,90,90,90,0,1,1,1,0,0,6
1155,90,90,94,0,1,1,1,0,0,6
1156,90,90,90,0,1,1,1,0,0,6
1157,90,90,90,0,1,1,1,0,0,6
1158,90,90,90,0,1,0,0,0,0,6
1159,90,90,86,0,1,1,1,0,0,6
1160,90,90,90,0,1,1,1,0,0,6
1161,90,90,90,2,1,1,1,0,0,6
1162,90,90,90,0,1,1,1,0,0,6
1163,90,90,92,0,1,1,1,0,0,6
1164,90,90,90,0,1,1,1,0,0,6
1165,90,90,92,0,1,1,1,0,0,6
1166,90,90,90,0,1,0,0,0,0,6
1167,90,90,94,0,1,1,1,0,0,6
1168,90,90,90,0,1,1,1,0,0,6
1169,90,90,94,0,1,1,1,0,0,6
1170,90,90,90,0,1,1,1,0,2,6
1171,90,90,90,0,1,1,1,0,0,6
1172,90,90,90,0,1,0,0,0,0,6
1173,90,90,90,4,1,1,1,0,0,6
1174,90,90,90,0,1,0,0,0,0,6
1175,90,90,90,0,1,1,1,0,0,6
1176,90,90,90,0,1,0,0,0,0,6
1177,90,90,92,0,1,1,1,0,0,6
1178,90,90,90,0,1,1,1,0,0,6
1179,90,90,90,0,1,1,1,0,0,6
1180,90,90,90,0,1,1,1,0,0,6
1181,90,90,90,0,1,1,1,0,0,6
1182,90,90,90,0,1,0,0,0,0,6
1183,90,90,90,2,1,1,1,0,0,6
1184,90,90,90,0,1,1,1,0,0,6
1185,90,90,88,0,1,1,1,0,0,6
1186,90,90,90,0,1,0,0,0,0,6
1187,90,90,90,0,1,1,1,0,0,6
1188,90,90,90,0,1,0,0,0,0,6
1189,90,90,94,0,1,1,1,0,0,6
1190,90,90,90,0,1,0,0,0,0,6
1191,90,90,90,-4,1,1,1,0,0,6
1192,90,90,90,0,1,1,1,0,0,6
1193,90,90,90,0,1,1,1,0,0,6
1194,90,90,90,0,1,0,0,0,0,6
1195,90,90,90,2,1,1,1,0,0,6
1196,90,90,90,0,1,1,1,0,0,6
1197,90,90,90,4,1,1,1,0,0,6
1198,90,90,90,0,1,1,1,0,0,6
1199,90,90,90,0,1,1,1,0,0,6
1200,90,90,90,0,1,0,0,0,0,6
1201,90,90,88,0,1,1,1,0,0,6
1202,90,90,90,0,1,1,1,0,0,6
1203,90,90,88,0,1,1,1,0,0,6
1204,90,90,90,0,1,0,0,0,0,6
1205,90,90,90,-2,1,1,1,0,0,6
1206,90,90,90,0,1,0,0,0,0,6
1207,90,90,88,0,1,1,1,0,0,6
1208,90,90,90,0,1,1,1,0,0,6
1209,90,90,90,-2,1,1,1,0,0,6
1210,90,90,90,0,1,1,1,0,0,6
1211,90,90,90,4,1,1,1,0,0,6
1212,90,90,90,0,1,0,0,0,0,6
1213,90,90,94,0,1,1,1,0,0,6
1214,90,90,90,0,1,0,0,0,0,6
1215,90,90,88,0,1,1,1,0,0,6
1216,90,90,90,0,1,1,1,0,0,6
1217,90,90,88,0,1,1,1,0,0,6
1218,90,90,90,0,1,1,1,0,0,6
1219,90,90,92,0,1,1,1,0,0,6
1220,90,90,90,0,1,0,0,0,0,6
1221,90,90,94,0,1,1,1,0,0,6
1222,90,90,90,0,1,1,1,0,0,6
1223,90,90,90,4,1,1,1,0,0,6
1224,90,90,90,0,1,0,0,0,0,6
1225,90,90,94,0,1,1,1,0,0,6
1226,90,90,90,0,1,0,0,0,0,6
1227,90,90,90,0,1,1,1,0,0,6
1228,90,90,90,0,1,0,0,0,0,6
1229,90,90,90,2,1,1,1,0,0,6
1230,90,90,90,0,1,1,1,0,0,6
1231,90,90,88,0,1,1,1,0,0,6
1232,90,90,90,0,1,0,0,0,0,6
1233,90,90,90,-2,1,1,1,0,0,6
1234,90,90,90,0,1,0,0,0,0,6
