trialnum,tgt_distance,tgt_angle_1,tgt_angle_2,rotation,gain,online_fb,endpoint_feedback,clamped_fb,between_blocks,target_size
1235,90,90,90,-4,1,1,1,0,0,6
1236,90,90,90,0,1,1,1,0,0,6
1237,90,90,88,0,1,1,1,0,0,6
1238,90,90,90,0,1,1,1,0,0,6
1239,90,90,88,0,1,1,1,0,0,6
1240,90,90,90,0,1,1,1,0,0,6
1241,90,90,90,4,1,1,1,0,0,6
1242,90,90,90,0,1,1,1,0,0,6
1243,90,90,94,0,1,1,1,0,0,6
1244,90,90,90,0,1,1,1,0,0,6
1245,90,90,88,0,1,1,1,0,0,6
1246,90,90,90,0,1,1,1,0,0,6
1247,90,90,90,4,1,1,1,0,0,6
1248,90,90,90,0,1,1,1,0,0,6
1249,90,90,94,0,1,1,1,0,0,6
1250,90,90,90,0,1,1,1,0,0,6
1251,90,90,90,4,1,1,1,0,0,6
1252,90,90,90,0,1,1,1,0,0,6
1253,90,90,92,0,1,1,1,0,0,6
1254,90,90,90,0,1,1,1,0,0,6
1255,90,90,94,0,1,1,1,0,0,6
1256,90,90,90,0,1,0,0,0,0,6
1257,90,90,88,0,1,1,1,0,0,6
1258,90,90,90,0,1,0,0,0,0,6
1259,90,90,86,0,1,1,1,0,0,6
1260,90,90,90,0,1,0,0,0,0,6
1261,90,90,90,-2,1,1,1,0,0,6
1262,90,90,90,0,1,0,0,0,0,6
1263,90,90,90,-4,1,1,1,0,0,6
1264,90,90,90,0,1,1,1,0,0,6
1265,90,90,90,4,1,1,1,0,0,6
1266,90,90,90,0,1,1,1,0,0,6
1267,90,90,90,2,1,1,1,0,0,6
1268,90,90,90,0,1,1,1,0,0,6
1269,90,90,86,0,1,1,1,0,0,6
1270,90,90,90,0,1,1,1,0,2,6
1271,90,90,90,-2,1,1,1,0,0,6
1272,90,90,90,0,1,0,0,0,0,6
1273,90,90,88,0,1,1,1,0,0,6
1274,90,90,90,0,1,0,0,0,0,6
1275,90,90,94,0,1,1,1,0,0,6
1276,90,90,90,0,1,0,0,0,0,6
1277,90,90,86,0,1,1,1,0,0,6
1278,90,90,90,0,1,0,0,0,0,6
1279,90,90,86,0,1,1,1,0,0,6
1280,90,90,90,0,1,0,0,0,0,6
1281,90,90,90,-2,1,1,1,0,0,6
1282,90,90,90,0,1,1,1,0,0,6
1283,90,90,90,2,1,1,1,0,0,6
1284,90,90,90,0,1,0,0,0,0,6
1285,90,90,90,2,1,1,1,0,0,6
1286,90,90,90,0,1,1,1,0,0,6
1287,90,90,90,-4,1,1,1,0,0,6
1288,90,90,90,0,1,0,0,0,0,6
1289,90,90,86,0,1,1,1,0,0,6
1290,90,90,90,0,1,1,1,0,0,6
1291,90,90,90,4,1,1,1,0,0,6
1292,90,90,90,0,1,1,1,0,0,6
1293,90,90,90,2,1,1,1,0,0,6
1294,90,90,90,0,1,0,0,0,0,6
1295,90,90,90,-4,1,1,1,0,0,6
1296,90,90,90,0,1,1,1,0,0,6
1297,90,90,86,0,1,1,1,0,0,6
1298,90,90,90,0,1,0,0,0,0,6
1299,90,90,86,0,1,1,1,0,0,6
1300,90,90,90,0,1,0,0,0,0,6
1301,90,90,92,0,1,1,1,0,0,6
1302,90,90,90,0,1,1,1,0,0,6
1303,90,90,92,0,1,1,1,0,0,6
1304,90,90,90,0,1,0,0,0,0,6
1305,90,90,88,0,1,1,1,0,0,6
1306,90,90,90,0,1,0,0,0,0,6
1307,90,90,90,4,1,1,1,0,0,6
1308,90,90,90,0,1,0,0,0,0,6
1309,90,90,86,0,1,1,1,0,0,6
1310,90,90,90,0,1,1,1,0,0,6
1311,90,90,90,0,1,1,1,0,0,6
1312,90,90,90,0,1,1,1,0,0,6
1313,90,90,90,2,1,1,1,0,0,6
1314,90,90,90,0,1,1,1,0,0,6
1315,90,90,90,2,1,1,1,0,0,6
1316,90,90,90,0,1,1,1,0,0,6
1317,90,90,90,-2,1,1,1,0,0,6
1318,90,90,90,0,1,0,0,0,0,6
1319,90,90,94,0,1,1,1,0,0,6
1320,90,90,90,0,1,0,0,0,0,6
1321,90,90,90,-4,1,1,1,0,0,6
1322,90,90,90,0,1,1,1,0,0,6
1323,90,90,90,2,1,1,1,0,0,6
1324,90,90,90,0,1,1,1,0,0,6
1325,90,90,90,0,1,1,1,0,0,6
1326,90,90,90,0,1,1,1,0,0,6
1327,90,90,90,-4,1,1,1,0,0,6
1328,90,90,90,0,1,0,0,0,0,6
1329,90,90,90,-2,1,1,1,0,0,6
1330,90,90,90,0,1,0,0,0,0,6
1331,90,90,90,0,1,1,1,0,0,6
1332,90,90,90,0,1,0,0,0,0,6
1333,90,90,90,-4,1,1,1,0,0,6
1334,90,90,90,0,1,1,1,0,0,6
1335,90,90,86,0,1,1,1,0,0,6
1336,90,90,90,0,1,1,1,0,0,6
1337,90,90,90,2,1,1,1,0,0,6
1338,90,90,90,0,1,1,1,0,0,6
1339,90,90,90,0,1,1,1,0,0,6
1340,90,90,90,0,1,0,0,0,0,6
1341,90,90,90,4,1,1,1,0,0,6
1342,90,90,90,0,1,1,1,0,0,6
1343,90,90,92,0,1,1,1,0,0,6
1344,90,90,90,0,1,1,1,0,0,6
1345,90,90,90,0,1,1,1,0,0,6
1346,90,90,90,0,1,1,1,0,0,6
1347,90,90,92,0,1,1,1,0,0,6
1348,90,90,90,0,1,1,1,0,0,6
1349,90,90,88,0,1,1,1,0,0,6
1350,90,90,90,0,1,1,1,0,0,6
1351,90,90,90,-4,1,1,1,0,0,6
1352,90,90,90,0,1,0,0,0,0,6
1353,90,90,88,0,1,1,1,0,0,6
1354,90,90,90,0,1,0,0,0,0,6
1355,90,90,90,0,1,1,1,0,0,6
1356,90,90,90,0,1,1,1,0,0,6
1357,90,90,90,4,1,1,1,0,0,6
1358,90,90,90,0,1,0,0,0,0,6
1359,90,90,94,0,1,1,1,0,0,6
1360,90,90,90,0,1,0,0,0,0,6
1361,90,90,94,0,1,1,1,0,0,6
1362,90,90,90,0,1,0,0,0,0,6
1363,90,90,88,0,1,1,1,0,0,6
1364,90,90,90,0,1,1,1,0,0,6
1365,90,90,86,0,1,1,1,0,0,6
1366,90,90,90,0,1,1,1,0,0,6
1367,90,90,90,-2,1,1,1,0,0,6
1368,90,90,90,0,1,0,0,0,0,6
1369,90,90,86,0,1,1,1,0,0,6
1370,90,90,90,0,1,1,1,0,2,6
1371,90,90,90,0,1,1,1,0,0,6
1372,90,90,90,0,1,0,0,0,0,6
1373,90,90,90,2,1,1,1,0,0,6
1374,90,90,90,0,1,0,0,0,0,6
1375,90,90,90,2,1,1,1,0,0,6
1376,90,90,90,0,1,1,1,0,0,6
1377,90,90,88,0,1,1,1,0,0,6
1378,90,90,90,0,1,0,0,0,0,6
1379,90,90,90,4,1,1,1,0,0,6
1380,90,90,90,0,1,1,1,0,0,6
1381,90,90,94,0,1,1,1,0,0,6
1382,90,90,90,0,1,1,1,0,0,6
1383,90,90,90,2,1,1,1,0,0,6
1384,90,90,90,0,1,0,0,0,0,6
1385,90,90,90,4,1,1,1,0,0,6
1386,90,90,90,0,1,1,1,0,0,6
1387,90,90,90,2,1,1,1,0,0,6
1388,90,90,90,0,1,1,1,0,0,6
1389,90,90,94,0,1,1,1,0,0,6
1390,90,90,90,0,1,0,0,0,0,6
1391,90,90,88,0,1,1,1,0,0,6
1392,90,90,90,0,1,0,0,0,0,6
1393,90,90,90,-4,1,1,1,0,0,6
1394,90,90,90,0,1,1,1,0,0,6
1395,90,90,90,2,1,1,1,0,0,6
1396,90,90,90,0,1,1,1,0,0,6
1397,90,90,90,0,1,1,1,0,0,6
1398,90,90,90,0,1,0,0,0,0,6
1399,90,90,88,0,1,1,1,0,0,6
1400,90,90,90,0,1,1,1,0,0,6
1401,90,90,90,4,1,1,1,0,0,6
1402,90,90,90,0,1,1,1,0,0,6
1403,90,90,90,-4,1,1,1,0,0,6
1404,90,90,90,0,1,0,0,0,0,6
1405,90,90,90,-2,1,1,1,0,0,6
1406,90,90,90,0,1,0,0,0,0,6
1407,90,90,90,0,1,1,1,0,0,6
1408,90,90,90,0,1,0,0,0,0,6
1409,90,90,90,0,1,1,1,0,0,6
1410,90,90,90,0,1,1,1,0,0,6
1411,90,90,88,0,1,1,1,0,0,6
1412,90,90,90,0,1,0,0,0,0,6
1413,90,90,94,0,1,1,1,0,0,6
1414,90,90,90,0,1,0,0,0,0,6
1415,90,90,90,-4,1,1,1,0,0,6
1416,90,90,90,0,1,0,0,0,0,6
1417,90,90,90,-2,1,1,1,0,0,6
1418,90,90,90,0,1,1,1,0,0,6
1419,90,90,90,2,1,1,1,0,0,6
1420,90,90,90,0,1,1,1,0,0,6
1421,90,90,90,2,1,1,1,0,0,6
1422,90,90,90,0,1,1,1,0,0,6
1423,90,90,90,-4,1,1,1,0,0,6
1424,90,90,90,0,1,1,1,0,0,6
1425,90,90,90,4,1,1,1,0,0,6
1426,90,90,90,0,1,1,1,0,0,6
1427,90,90,90,-4,1,1,1,0,0,6
1428,90,90,90,0,1,1,1,0,0,6
1429,90,90,88,0,1,1,1,0,0,6
1430,90,90,90,0,1,0,0,0,0,6
1431,90,90,90,-4,1,1,1,0,0,6
1432,90,90,90,0,1,0,0,0,0,6
1433,90,90,92,0,1,1,1,0,0,6
1434,90,90,90,0,1,1,1,0,0,6
1435,90,90,90,-2,1,1,1,0,0,6
1436,90,90,90,0,1,0,0,0,0,6
1437,90,90,90,0,1,1,1,0,0,6
1438,90,90,90,0,1,0,0,0,0,6
1439,90,90,90,2,1,1,1,0,0,6
1440,90,90,90,0,1,1,1,0,0,6
1441,90,90,90,-2,1,1,1,0,0,6
1442,90,90,90,0,1,0,0,0,0,6
1443,90,90,90,-2,1,1,1,0,0,6
1444,90,90,90,0,1,0,0,0,0,6
1445,90,90,90,-4,1,1,1,0,0,6
1446,90,90,90,0,1,0,0,0,0,6
1447,90,90,90,0,1,1,1,0,0,6
1448,90,90,90,0,1,0,0,0,0,6
1449,90,90,94,0,1,1,1,0,0,6
1450,90,90,90,0,1,0,0,0,0,6
1451,90,90,92,0,1,1,1,0,0,6
1452,90,90,90,0,1,1,1,0,0,6
1453,90,90,90,4,1,1,1,0,0,6
1454,90,90,90,0,1,0,0,0,0,6
1455,90,90,94,0,1,1,1,0,0,6
1456,90,90,90,0,1,0,0,0,0,6
1457,90,90,90,-2,1,1,1,0,0,6
1458,90,90,90,0,1,1,1,0,0,6
1459,90,90,90,2,1,1,1,0,0,6
1460,90,90,90,0,1,0,0,0,0,6
1461,90,90,94,0,1,1,1,0,0,6
1462,90,90,90,0,1,0,0,0,0,6
1463,90,90,90,4,1,1,1,0,0,6
1464,90,90,90,0,1,0,0,0,0,6
1465,90,90,90,4,1,1,1,0,0,6
1466,90,90,90,0,1,1,1,0,0,6
1467,90,90,90,-4,1,1,1,0,0,6
1468,90,90,90,0,1,0,0,0,0,6
1469,90,90,92,0,1,1,1,0,0,6
1470,90,90,90,0,1,0,0,0,2,6
1471,90,90,92,0,1,1,1,0,0,6
1472,90,90,90,0,1,1,1,0,0,6
1473,90,90,90,-2,1,1,1,0,0,6
1474,90,90,90,0,1,1,1,0,0,6
1475,90,90,90,4,1,1,1,0,0,6
1476,90,90,90,0,1,1,1,0,0,6
1477,90,90,90,0,1,1,1,0,0,6
1478,90,90,90,0,1,0,0,0,0,6
1479,90,90,90,0,1,1,1,0,0,6
1480,90,90,90,0,1,0,0,0,0,6
1481,90,90,88,0,1,1,1,0,0,6
1482,90,90,90,0,1,1,1,0,0,6
1483,90,90,90,0,1,1,1,0,0,6
1484,90,90,90,0,1,1,1,0,0,6
1485,90,90,90,-4,1,1,1,0,0,6
1486,90,90,90,0,1,0,0,0,0,6
1487,90,90,90,2,1,1,1,0,0,6
1488,90,90,90,0,1,1,1,0,0,6
1489,90,90,90,0,1,1,1,0,0,6
1490,90,90,90,0,1,1,1,0,0,6
1491,90,90,90,-2,1,1,1,0,0,6
1492,90,90,90,0,1,1,1,0,0,6
1493,90,90,88,0,1,1,1,0,0,6
1494,90,90,90,0,1,0,0,0,0,6
1495,90,90,90,-2,1,1,1,0,0,6
1496,90,90,90,0,1,0,0,0,0,6
1497,90,90,90,4,1,1,1,0,0,6
1498,90,90,90,0,1,0,0,0,0,6
1499,90,90,90,-4,1,1,1,0,0,6
1500,90,90,90,0,1,1,1,0,0,6
1501,90,90,90,-2,1,1,1,0,0,6
1502,90,90,90,0,1,0,0,0,0,6
1503,90,90,90,-2,1,1,1,0,0,6
1504,90,90,90,0,1,0,0,0,0,6
1505,90,90,90,4,1,1,1,0,0,6
1506,90,90,90,0,1,1,1,0,0,6
1507,90,90,92,0,1,1,1,0,0,6
1508,90,90,90,0,1,0,0,0,0,6
1509,90,90,88,0,1,1,1,0,0,6
1510,90,90,90,0,1,1,1,0,0,6
1511,90,90,90,2,1,1,1,0,0,6
1512,90,90,90,0,1,0,0,0,0,6
1513,90,90,86,0,1,1,1,0,0,6
1514,90,90,90,0,1,1,1,0,0,6
1515,90,90,90,4,1,1,1,0,0,6
1516,90,90,90,0,1,0,0,0,0,6
1517,90,90,90,-2,1,1,1,0,0,6
1518,90,90,90,0,1,0,0,0,0,6
1519,90,90,90,2,1,1,1,0,0,6
1520,90,90,90,0,1,1,1,0,0,6
1521,90,90,90,-2,1,1,1,0,0,6
1522,90,90,90,0,1,1,1,0,0,6
1523,90,90,90,0,1,1,1,0,0,6
1524,90,90,90,0,1,0,0,0,0,6
1525,90,90,90,2,1,1,1,0,0,6
1526,90,90,90,0,1,1,1,0,0,6
1527,90,90,90,2,1,1,1,0,0,6
1528,90,90,90,0,1,1,1,0,0,6
1529,90,90,92,0,1,1,1,0,0,6
1530,90,90,90,0,1,1,1,0,0,6
1531,90,90,90,-4,1,1,1,0,0,6
1532,90,90,90,0,1,1,1,0,0,6
1533,90,90,90,4,1,1,1,0,0,6
1534,90,90,90,0,1,1,1,0,0,6
1535,90,90,94,0,1,1,1,0,0,6
1536,90,90,90,0,1,1,1,0,0,6
1537,90,90,90,2,1,1,1,0,0,6
1538,90,90,90,0,1,0,0,0,0,6
1539,90,90,86,0,1,1,1,0,0,6
1540,90,90,90,0,1,0,0,0,0,6
1541,90,90,90,0,1,1,1,0,0,6
1542,90,90,90,0,1,0,0,0,0,6
1543,90,90,90,-4,1,1,1,0,0,6
1544,90,90,90,0,1,1,1,0,0,6
1545,90,90,90,0,1,1,1,0,0,6
1546,90,90,90,0,1,1,1,0,0,6
1547,90,90,86,0,1,1,1,0,0,6
1548,90,90,90,0,1,1,1,0,0,6
1549,90,90,88,0,1,1,1,0,0,6
1550,90,90,90,0,1,1,1,0,0,6
1551,90,90,88,0,1,1,1,0,0,6
1552,90,90,90,0,1,0,0,0,0,6
1553,90,90,92,0,1,1,1,0,0,6
1554,90,90,90,0,1,0,0,0,0,6
1555,90,90,90,4,1,1,1,0,0,6
1556,90,90,90,0,1,1,1,0,0,6
1557,90,90,90,-2,1,1,1,0,0,6
1558,90,90,90,0,1,0,0,0,0,6
1559,90,90,86,0,1,1,1,0,0,6
1560,90,90,90,0,1,1,1,0,0,6
1561,90,90,90,-2,1,1,1,0,0,6
1562,90,90,90,0,1,1,1,0,0,6
1563,90,90,90,2,1,1,1,0,0,6
1564,90,90,90,0,1,1,1,0,0,6
1565,90,90,88,0,1,1,1,0,0,6
1566,90,90,90,0,1,1,1,0,0,6
1567,90,90,90,0,1,1,1,0,0,6
1568,90,90,90,0,1,1,1,0,0,6
1569,90,90,86,0,1,1,1,0,0,6
1570,90,90,90,0,1,0,0,0,2,6
1571,90,90,88,0,1,1,1,0,0,6
1572,90,90,90,0,1,1,1,0,0,6
1573,90,90,86,0,1,1,1,0,0,6
1574,90,90,90,0,1,0,0,0,0,6
1575,90,90,90,2,1,1,1,0,0,6
1576,90,90,90,0,1,1,1,0,0,6
1577,90,90,90,4,1,1,1,0,0,6
1578,90,90,90,0,1,0,0,0,0,6
1579,90,90,94,0,1,1,1,0,0,6
1580,90,90,90,0,1,1,1,0,0,6
1581,90,90,92,0,1,1,1,0,0,6
1582,90,90,90,0,1,1,1,0,0,6
1583,90,90,90,-4,1,1,1,0,0,6
1584,90,90,90,0,1,0,0,0,0,6
1585,90,90,90,4,1,1,1,0,0,6
1586,90,90,90,0,1,1,1,0,0,6
1587,90,90,90,2,1,1,1,0,0,6
1588,90,90,90,0,1,1,1,0,0,6
1589,90,90,90,0,1,1,1,0,0,6
1590,90,90,90,0,1,0,0,0,0,6
1591,90,90,90,-2,1,1,1,0,0,6
1592,90,90,90,0,1,0,0,0,0,6
1593,90,90,90,4,1,1,1,0,0,6
1594,90,90,90,0,1,1,1,0,0,6
1595,90,90,90,0,1,1,1,0,0,6
1596,90,90,90,0,1,0,0,0,0,6
1597,90,90,90,-4,1,1,1,0,0,6
1598,90,90,90,0,1,0,0,0,0,6
1599,90,90,90,2,1,1,1,0,0,6
1600,90,90,90,0,1,0,0,0,0,6
1601,90,90,90,-4,1,1,1,0,0,6
1602,90,90,90,0,1,0,0,0,0,6
1603,90,90,86,0,1,1,1,0,0,6
1604,90,90,90,0,1,1,1,0,0,6
1605,90,90,92,0,1,1,1,0,0,6
1606,90,90,90,0,1,1,1,0,0,6
1607,90,90,90,4,1,1,1,0,0,6
1608,90,90,90,0,1,1,1,0,0,6
1609,90,90,90,4,1,1,1,0,0,6
1610,90,90,90,0,1,1,1,0,0,6
1611,90,90,94,0,1,1,1,0,0,6
1612,90,90,90,0,1,0,0,0,0,6
1613,90,90,90,4,1,1,1,0,0,6
1614,90,90,90,0,1,0,0,0,0,6
1615,90,90,90,-2,1,1,1,0,0,6
1616,90,90,90,0,1,1,1,0,0,6
1617,90,90,92,0,1,1,1,0,0,6
1618,90,90,90,0,1,0,0,0,0,6
1619,90,90,92,0,1,1,1,0,0,6
1620,90,90,90,0,1,1,1,0,0,6
1621,90,90,94,0,1,1,1,0,0,6
1622,90,90,90,0,1,1,1,0,0,6
1623,90,90,88,0,1,1,1,0,0,6
1624,90,90,90,0,1,1,1,0,0,6
1625,90,90,90,4,1,1,1,0,0,6
1626,90,90,90,0,1,0,0,0,0,6
1627,90,90,86,0,1,1,1,0,0,6
1628,90,90,90,0,1,0,0,0,0,6
1629,90,90,90,2,1,1,1,0,0,6
1630,90,90,90,0,1,0,0,0,0,6
1631,90,90,90,4,1,1,1,0,0,6
1632,90,90,90,0,1,1,1,0,0,6
1633,90,90,90,-4,1,1,1,0,0,6
1634,90,90,90,0,1,0,0,0,0,6
1635,90,90,90,-2,1,1,1,0,0,6
1636,90,90,90,0,1,1,1,0,0,6
1637,90,90,88,0,1,1,1,0,0,6
1638,90,90,90,0,1,0,0,0,0,6
1639,90,90,90,-2,1,1,1,0,0,6
1640,90,90,90,0,1,1,1,0,0,6
1641,90,90,94,0,1,1,1,0,0,6
1642,90,90,90,0,1,1,1,0,0,6
1643,90,90,90,4,1,1,1,0,0,6
1644,90,90,90,0,1,0,0,0,0,6
1645,90,90,90,4,1,1,1,0,0,6
1646,90,90,90,0,1,1,1,0,0,6
1647,90,90,94,0,1,1,1,0,0,6
1648,90,90,90,0,1,1,1,0,0,6
1649,90,90,90,-2,1,1,1,0,0,6
1650,90,90,90,0,1,1,1,0,0,6
1651,90,90,94,0,1,1,1,0,0,6
1652,90,90,90,0,1,1,1,0,0,6
1653,90,90,90,-2,1,1,1,0,0,6
1654,90,90,90,0,1,0,0,0,0,6
1655,90,90,92,0,1,1,1,0,0,6
1656,90,90,90,0,1,0,0,0,0,6
1657,90,90,90,0,1,1,1,0,0,6
1658,90,90,90,0,1,0,0,0,0,6
1659,90,90,90,2,1,1,1,0,0,6
1660,90,90,90,0,1,0,0,0,0,6
1661,90,90,90,-2,1,1,1,0,0,6
1662,90,90,90,0,1,0,0,0,0,6
1663,90,90,88,0,1,1,1,0,0,6
1664,90,90,90,0,1,1,1,0,0,6
1665,90,90,90,-2,1,1,1,0,0,6
1666,90,90,90,0,1,0,0,0,0,6
1667,90,90,90,-2,1,1,1,0,0,6
1668,90,90,90,0,1,0,0,0,0,6
1669,90,90,92,0,1,1,1,0,0,6
1670,90,90,90,0,1,1,1,0,2,6
1671,90,90,90,4,1,1,1,0,0,6
1672,90,90,90,0,1,1,1,0,0,6
1673,90,90,86,0,1,1,1,0,0,6
1674,90,90,90,0,1,0,0,0,0,6
1675,90,90,86,0,1,1,1,0,0,6
1676,90,90,90,0,1,0,0,0,0,6
1677,90,90,90,2,1,1,1,0,0,6
1678,90,90,90,0,1,1,1,0,0,6
1679,90,90,86,0,1,1,1,0,0,6
1680,90,90,90,0,1,1,1,0,0,6
1681,90,90,90,0,1,1,1,0,0,6
1682,90,90,90,0,1,1,1,0,0,6
1683,90,90,92,0,1,1,1,0,0,6
1684,90,90,90,0,1,1,1,0,0,6
1685,90,90,92,0,1,1,1,0,0,6
1686,90,90,90,0,1,0,0,0,0,6
1687,90,90,88,0,1,1,1,0,0,6
1688,90,90,90,0,1,0,0,0,0,6
1689,90,90,94,0,1,1,1,0,0,6
1690,90,90,90,0,1,0,0,0,0,6
1691,90,90,90,4,1,1,1,0,0,6
1692,90,90,90,0,1,1,1,0,0,6
1693,90,90,92,0,1,1,1,0,0,6
1694,90,90,90,0,1,1,1,0,0,6
1695,90,90,90,-4,1,1,1,0,0,6
1696,90,90,90,0,1,1,1,0,0,6
1697,90,90,88,0,1,1,1,0,0,6
1698,90,90,90,0,1,1,1,0,0,6
1699,90,90,90,-4,1,1,1,0,0,6
1700,90,90,90,0,1,0,0,0,0,6
1701,90,90,86,0,1,1,1,0,0,6
1702,90,90,90,0,1,0,0,0,0,6
1703,90,90,90,-4,1,1,1,0,0,6
1704,90,90,90,0,1,0,0,0,0,6
1705,90,90,90,-4,1,1,1,0,0,6
1706,90,90,90,0,1,1,1,0,0,6
1707,90,90,92,0,1,1,1,0,0,6
1708,90,90,90,0,1,0,0,0,0,6
1709,90,90,92,0,1,1,1,0,0,6
1710,90,90,90,0,1,0,0,0,0,6
1711,90,90,92,0,1,1,1,0,0,6
1712,90,90,90,0,1,0,0,0,0,6
1713,90,90,90,-2,1,1,1,0,0,6
1714,90,90,90,0,1,0,0,0,0,6
1715,90,90,90,4,1,1,1,0,0,6
1716,90,90,90,0,1,1,1,0,0,6
1717,90,90,94,0,1,1,1,0,0,6
1718,90,90,90,0,1,0,0,0,0,6
1719,90,90,90,-2,1,1,1,0,0,6
1720,90,90,90,0,1,1,1,0,0,6
1721,90,90,90,4,1,1,1,0,0,6
1722,90,90,90,0,1,0,0,0,0,6
1723,90,90,90,-4,1,1,1,0,0,6
1724,90,90,90,0,1,0,0,0,0,6
1725,90,90,88,0,1,1,1,0,0,6
1726,90,90,90,0,1,0,0,0,0,6
1727,90,90,86,0,1,1,1,0,0,6
1728,90,90,90,0,1,1,1,0,0,6
1729,90,90,90,-2,1,1,1,0,0,6
1730,90,90,90,0,1,0,0,0,0,6
1731,90,90,88,0,1,1,1,0,0,6
1732,90,90,90,0,1,0,0,0,0,6
1733,90,90,90,4,1,1,1,0,0,6
1734,90,90,90,0,1,0,0,0,0,6
1735,90,90,86,0,1,1,1,0,0,6
1736,90,90,90,0,1,0,0,0,0,6
1737,90,90,86,0,1,1,1,0,0,6
1738,90,90,90,0,1,1,1,0,0,6
1739,90,90,86,0,1,1,1,0,0,6
1740,90,90,90,0,1,1,1,0,0,6
1741,90,90,94,0,1,1,1,0,0,6
1742,90,90,90,0,1,0,0,0,0,6
1743,90,90,90,4,1,1,1,0,0,6
1744,90,90,90,0,1,0,0,0,0,6
1745,90,90,94,0,1,1,1,0,0,6
1746,90,90,90,0,1,1,1,0,0,6
1747,90,90,90,4,1,1,1,0,0,6
1748,90,90,90,0,1,1,1,0,0,6
1749,90,90,90,2,1,1,1,0,0,6
1750,90,90,90,0,1,0,0,0,0,6
1751,90,90,90,2,1,1,1,0,0,6
1752,90,90,90,0,1,0,0,0,0,6
1753,90,90,90,-2,1,1,1,0,0,6
1754,90,90,90,0,1,0,0,0,0,6
1755,90,90,86,0,1,1,1,0,0,6
1756,90,90,90,0,1,0,0,0,0,6
1757,90,90,90,-2,1,1,1,0,0,6
1758,90,90,90,0,1,0,0,0,0,6
1759,90,90,90,-4,1,1,1,0,0,6
1760,90,90,90,0,1,0,0,0,0,6
1761,90,90,94,0,1,1,1,0,0,6
1762,90,90,90,0,1,0,0,0,0,6
1763,90,90,90,4,1,1,1,0,0,6
1764,90,90,90,0,1,0,0,0,0,6
1765,90,90,90,-2,1,1,1,0,0,6
1766,90,90,90,0,1,1,1,0,0,6
1767,90,90,92,0,1,1,1,0,0,6
1768,90,90,90,0,1,0,0,0,0,6
1769,90,90,94,0,1,1,1,0,0,6
1770,90,90,90,0,1,1,1,0,2,6
1771,90,90,90,4,1,1,1,0,0,6
1772,90,90,90,0,1,1,1,0,0,6
1773,90,90,88,0,1,1,1,0,0,6
1774,90,90,90,0,1,1,1,0,0,6
1775,90,90,88,0,1,1,1,0,0,6
1776,90,90,90,0,1,1,1,0,0,6
1777,90,90,90,0,1,1,1,0,0,6
1778,90,90,90,0,1,0,0,0,0,6
1779,90,90,90,-4,1,1,1,0,0,6
1780,90,90,90,0,1,1,1,0,0,6
1781,90,90,86,0,1,1,1,0,0,6
1782,90,90,90,0,1,1,1,0,0,6
1783,90,90,90,-2,1,1,1,0,0,6
1784,90,90,90,0,1,1,1,0,0,6
1785,90,90,88,0,1,1,1,0,0,6
1786,90,90,90,0,1,1,1,0,0,6
1787,90,90,92,0,1,1,1,0,0,6
1788,90,90,90,0,1,1,1,0,0,6
1789,90,90,92,0,1,1,1,0,0,6
1790,90,90,90,0,1,0,0,0,0,6
1791,90,90,86,0,1,1,1,0,0,6
1792,90,90,90,0,1,1,1,0,0,6
1793,90,90,88,0,1,1,1,0,0,6
1794,90,90,90,0,1,0,0,0,0,6
1795,90,90,94,0,1,1,1,0,0,6
1796,90,90,90,0,1,1,1,0,0,6
1797,90,90,90,4,1,1,1,0,0,6
1798,90,90,90,0,1,1,1,0,0,6
1799,90,90,86,0,1,1,1,0,0,6
1800,90,90,90,0,1,1,1,0,0,6
1801,90,90,94,0,1,1,1,0,0,6
1802,90,90,90,0,1,1,1,0,0,6
1803,90,90,90,0,1,1,1,0,0,6
1804,90,90,90,0,1,1,1,0,0,6
1805,90,90,88,0,1,1,1,0,0,6
1806,90,90,90,0,1,0,0,0,0,6
1807,90,90,92,0,1,1,1,0,0,6
1808,90,90,90,0,1,0,0,0,0,6
1809,90,90,92,0,1,1,1,0,0,6
1810,90,90,90,0,1,0,0,0,0,6
1811,90,90,90,2,1,1,1,0,0,6
1812,90,90,90,0,1,0,0,0,0,6
1813,90,90,90,0,1,1,1,0,0,6
1814,90,90,90,0,1,0,0,0,0,6
1815,90,90,92,0,1,1,1,0,0,6
1816,90,90,90,0,1,1,1,0,0,6
1817,90,90,90,0,1,1,1,0,0,6
1818,90,90,90,0,1,1,1,0,0,6
1819,90,90,94,0,1,1,1,0,0,6
1820,90,90,90,0,1,0,0,0,0,6
1821,90,90,90,0,1,1,1,0,0,6
1822,90,90,90,0,1,0,0,0,0,6
1823,90,90,90,2,1,1,1,0,0,6
1824,90,90,90,0,1,1,1,0,0,6
1825,90,90,88,0,1,1,1,0,0,6
1826,90,90,90,0,1,1,1,0,0,6
1827,90,90,90,-2,1,1,1,0,0,6
1828,90,90,90,0,1,0,0,0,0,6
1829,90,90,90,0,1,1,1,0,0,6
1830,90,90,90,0,1,1,1,0,0,6
1831,90,90,90,2,1,1,1,0,0,6
1832,90,90,90,0,1,1,1,0,0,6
1833,90,90,90,-2,1,1,1,0,0,6
1834,90,90,90,0,1,0,0,0,0,6
1835,90,90,90,2,1,1,1,0,0,6
1836,90,90,90,0,1,0,0,0,0,6
